Code;uulib;Quality;displayed error;Quality
CONTEXT DeliverySimple IN ENGLISH REST2;"Error(s) found:

before upper case identifier REST2 at line 1, column 35 of file ""testfile_mba.ad
l""
Expecting ""ENDCONTEXT"" or ""HTML"" or ""LATEX"" or ""MARKDOWN"" or ""REST"" or (lower ca
se identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""IDENT"" or ""INCLUDE"" or ""INTERF
ACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPLUG"" or ""POPULATION"" or ""PROCESS"" o
r ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC"" or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
 ...)*
Try deleting symbol upper case identifier REST2 at line 1, column 35 of file ""te
stfile_mba.adl""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 1, column 35):
unexpected Upper case identifier REST2
expecting Keyword ""REST"", Keyword ""HTML"", Keyword ""LATEX"", Keyword ""MARKDOWN"", Keyword ""META"", Keyword ""PATTERN"", Keyword ""PROCESS"", Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""INTERFACE"", Keyword ""SQLPLUG"", Keyword ""PHPPLUG"", Keyword ""PURPOSE"", Keyword ""POPULATION"", Keyword ""THEMES"", Keyword ""INCLUDE"" or Keyword ""ENDCONTEXT""
";
CONTEXT DeliverySimple REST2 IN ENGLISH ;"Error(s) found:

before upper case identifier REST2 at line 1, column 24 of file ""testfile_mba.ad
l""
Expecting ""ENDCONTEXT"" or ""HTML"" or ""IN"" or ""LATEX"" or ""MARKDOWN"" or ""REST"" or (
lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""IDENT"" or ""INCLUDE"" or
 ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPLUG"" or ""POPULATION"" or ""PR
OCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC"" or ""SQLPLUG"" or ""THEMES"" o
r ""VIEW"" ...)*
Try deleting symbol upper case identifier REST2 at line 1, column 24 of file ""te
stfile_mba.adl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 1, column 24):
unexpected Upper case identifier REST2
expecting Keyword ""IN""
";
CONTEXT DeliverySimple IN ENGLISHD;"Error(s) found:

before upper case identifier ENGLISHD at line 1, column 27 of file ""testfile_mba
.adl""
Expecting ""DUTCH"" or ""ENGLISH""
Try deleting symbol upper case identifier ENGLISHD at line 1, column 27 of file
""testfile_mba.adl""

==============================

before lower case identifier clientName at line 14, column 1 of file ""testfile_m
ba.adl""
Expecting ""DUTCH"" or ""ENGLISH""
Try inserting symbol ""DUTCH""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 1, column 27):
unexpected Upper case identifier ENGLISHD
expecting Keyword ""DUTCH"" or Keyword ""ENGLISH""";
CONTEXT DeliverySimple in ENGLISH;"Error(s) found:

before ""ENGLISH"" at line 1, column 27 of file ""testfile_mba.adl""
Expecting ""::""
Try deleting symbol ""ENGLISH"" at line 1, column 27 of file ""testfile_mba.adl""

==============================

before lower case identifier clientName at line 14, column 1 of file ""testfile_m
ba.adl""
Expecting ""::""
Try deleting symbol lower case identifier clientName at line 14, column 1 of fil
e ""testfile_mba.adl""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 1, column 24):
unexpected Lower case identifier in
expecting Keyword ""IN""";
CONTEXT deliverySimple IN ENGLISH;"Error(s) found:

before lower case identifier deliverySimple at line 1, column 9 of file ""testfil
e_mba.adl""
Expecting upper case identifier ?uc? or string """"
Try deleting symbol lower case identifier deliverySimple at line 1, column 9 of
file ""testfile_mba.adl""

==============================

before ""IN"" at line 1, column 24 of file ""testfile_mba.adl""
Expecting upper case identifier ?uc? or string """"
Try inserting symbol upper case identifier ?uc?";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 1, column 9):
unexpected Lower case identifier deliverySimple";
CONTEXT DeliverySimple INCLUDE 0FILEPATH IN ENGLISH;"Error(s) found:

before ""0"" at line 1, column 32 of file ""testfile_mba.adl""
Expecting string """"
Try deleting symbol ""0"" at line 1, column 32 of file ""testfile_mba.adl""

==============================

before upper case identifier FILEPATH at line 1, column 33 of file ""testfile_mba
.adl""
Expecting string """"
Try inserting symbol string """"

==============================

before upper case identifier FILEPATH at line 1, column 33 of file ""testfile_mba
.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try inserting symbol ""PURPOSE""

==============================

before upper case identifier FILEPATH at line 1, column 33 of file ""testfile_mba
.adl""
Expecting ""CONCEPT"" or ""CONTEXT"" or ""IDENT"" or ""INTERFACE"" or ""PATTERN"" or ""PROC
ESS"" or ""RELATION"" or ""RULE"" or ""VIEW""
Try inserting symbol ""CONCEPT""

==============================

before lower case identifier clientName at line 14, column 1 of file ""testfile_m
ba.adl""
Expecting ""HTML"" or ""LATEX"" or ""MARKDOWN"" or ""REF"" or ""REST"" or explanation {+-}

Try inserting symbol explanation {+-}

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 1, column 24):
unexpected Keyword ""INCLUDE""
expecting Keyword ""IN""";
CONTEXT DeliverySimple IN ENGLISH INCLUDE 0FILEPATH;"Error(s) found:

before ""0"" at line 1, column 43 of file ""testfile_mba.adl""
Expecting string """"
Try deleting symbol ""0"" at line 1, column 43 of file ""testfile_mba.adl""

==============================

before upper case identifier FILEPATH at line 1, column 44 of file ""testfile_mba
.adl""
Expecting string """"
Try deleting symbol upper case identifier FILEPATH at line 1, column 44 of file
""testfile_mba.adl""

==============================

before lower case identifier clientName at line 14, column 1 of file ""testfile_m
ba.adl""
Expecting string """"
Try inserting symbol string """"
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 1, column 43):
unexpected Integer 0";
"CONTEXT

ENDCONTEXT3";"Error(s) found:

before upper case identifier ENDCONTEXT3 at line 237, column 1 of file ""testfile
_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol upper case identifier ENDCONTEXT3 at line 237, column 1 of f
ile ""testfile_mba.adl""

==============================

unexpected end of input
Expecting ""ENDCONTEXT""
Try inserting symbol ""ENDCONTEXT""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 237, column 1):
unexpected Upper case identifier ENDCONTEXT3
expecting Keyword ""META"", Keyword ""PATTERN"", Keyword ""PROCESS"", Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""INTERFACE"", Keyword ""SQLPLUG"", Keyword ""PHPPLUG"", Keyword ""PURPOSE"", Keyword ""POPULATION"", Keyword ""THEMES"", Keyword ""INCLUDE"" or Keyword ""ENDCONTEXT""
";
"META ""authors"" ""Jan"" ""Paul""";"Error(s) found:

before string ""Paul"" at line 11, column 22 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol string ""Paul"" at line 11, column 22 of file ""testfile_mba.ad
l""

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 11, column 22):
unexpected String ""Paul""
expecting Keyword ""META"", Keyword ""PATTERN"", Keyword ""PROCESS"", Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""INTERFACE"", Keyword ""SQLPLUG"", Keyword ""PHPPLUG"", Keyword ""PURPOSE"", Keyword ""POPULATION"", Keyword ""THEMES"", Keyword ""INCLUDE"" or Keyword ""ENDCONTEXT""
";
"META ""authors"" ";"Error(s) found:

before lower case identifier clientName at line 17, column 1 of file ""testfile_m
ba.adl""
Expecting string """"
Try inserting symbol string """"
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 17, column 1):
unexpected Lower case identifier clientName";
"METZA ""authors""  ""Jan""";"Error(s) found:

before upper case identifier METZA at line 11, column 1 of file ""testfile_mba.ad
l""
Expecting ""ENDCONTEXT"" or ""HTML"" or ""LATEX"" or ""MARKDOWN"" or ""REST"" or (lower ca
se identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""IDENT"" or ""INCLUDE"" or ""INTERF
ACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPLUG"" or ""POPULATION"" or ""PROCESS"" o
r ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC"" or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
 ...)*
Try inserting symbol ""CONCEPT""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 11, column 1):
unexpected Upper case identifier METZA
expecting Keyword ""REST"", Keyword ""HTML"", Keyword ""LATEX"", Keyword ""MARKDOWN"", Keyword ""META"", Keyword ""PATTERN"", Keyword ""PROCESS"", Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""INTERFACE"", Keyword ""SQLPLUG"", Keyword ""PHPPLUG"", Keyword ""PURPOSE"", Keyword ""POPULATION"", Keyword ""THEMES"", Keyword ""INCLUDE"" or Keyword ""ENDCONTEXT""
";
"METZA ""authors""  ""Jan""""";"Error(s) found:

before error in scanner: Unterminated string literal at line 11, column 22 of fi
le ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol error in scanner: Unterminated string literal at line 11, co
lumn 22 of file ""testfile_mba.adl""before error in scanner: Unterminated string literal at line 11, column 19 of fi
le ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol error in scanner: Unterminated string literal at line 11, co
lumn 19 of file ""testfile_mba.adl""
";Good;"PE Lexer error LexerError line 11:22, file ArchitectureAndDesign/Syntax/testfile_mba.adl (NonTerminatedChar (Just ""\r""))";
"PATTEZRN Arbeidsduur

--[Arbeidsrelaties]--
werkgever :: Arbeidsrelatie -> Persoon
PRAGMA ""In"" ""is"" ""de werkgever""
MEANING ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
PURPOSE RELATION werkgever
{+Om de werkgever te kunnen bepalen gaan we ervan uit dat elke arbeidsrelatie precies één werkgever heeft.-}

ENDPATTERN";"Error(s) found:

before upper case identifier PATTEZRN at line 10, column 1 of file ""testfile_mba
.adl""
Expecting ""ENDCONTEXT"" or ""HTML"" or ""LATEX"" or ""MARKDOWN"" or ""REST"" or (lower ca
se identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""IDENT"" or ""INCLUDE"" or ""INTERF
ACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPLUG"" or ""POPULATION"" or ""PROCESS"" o
r ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC"" or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
 ...)*
Try deleting symbol upper case identifier PATTEZRN at line 10, column 1 of file
""testfile_mba.adl""

==============================

before upper case identifier Arbeidsduur at line 10, column 10 of file ""testfile
_mba.adl""
Expecting ""ENDCONTEXT"" or (lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT""
 or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPP
LUG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
 or ""SQLPLUG"" or ""THEMES"" or ""VIEW"" ...)*
Try deleting symbol upper case identifier Arbeidsduur at line 10, column 10 of f
ile ""testfile_mba.adl""

==============================

before ""ENDPATTERN"" at line 19, column 1 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol ""ENDPATTERN"" at line 19, column 1 of file ""testfile_mba.adl""

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 10, column 1):
unexpected Upper case identifier PATTEZRN
expecting Keyword ""REST"", Keyword ""HTML"", Keyword ""LATEX"", Keyword ""MARKDOWN"", Keyword ""META"", Keyword ""PATTERN"", Keyword ""PROCESS"", Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""INTERFACE"", Keyword ""SQLPLUG"", Keyword ""PHPPLUG"", Keyword ""PURPOSE"", Keyword ""POPULATION"", Keyword ""THEMES"", Keyword ""INCLUDE"" or Keyword ""ENDCONTEXT""
";
BYPLUG [UNIS] BYPLUG;"Error(s) found:

before upper case identifier UNIS at line 14, column 9 of file ""testfile_mba.adl
""
Expecting symbol ] or (""ASY"" or ""INJ"" or ""IRF"" or ""PROP"" or ""RFX"" or ""SUR"" or ""S
YM"" or ""TOT"" or ""TRN"" or ""UNI"" ...)*
Try deleting symbol upper case identifier UNIS at line 14, column 9 of file ""tes
tfile_mba.adl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 14, column 9):
unexpected Upper case identifier UNIS
expecting Keyword ""UNI"", Keyword ""INJ"", Keyword ""SUR"", Keyword ""TOT"", Keyword ""SYM"", Keyword ""ASY"", Keyword ""TRN"", Keyword ""RFX"", Keyword ""IRF"", Keyword ""AUT"", Keyword ""PROP"" or Symbol ']'
";
BYPLUG [UNI, TRN, ] BYPLUG;"Error(s) found:

before symbol ] at line 14, column 19 of file ""testfile_mba.adl""
Expecting ""ASY"" or ""INJ"" or ""IRF"" or ""PROP"" or ""RFX"" or ""SUR"" or ""SYM"" or ""TOT""
or ""TRN"" or ""UNI""
Try inserting symbol ""UNI""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 14, column 19):
unexpected Symbol ']'
expecting Keyword ""UNI"", Keyword ""INJ"", Keyword ""SUR"", Keyword ""TOT"", Keyword ""SYM"", Keyword ""ASY"", Keyword ""TRN"", Keyword ""RFX"", Keyword ""IRF"", Keyword ""AUT"" or Keyword ""PROP""
";
BYPLUG [UNI, TRN] BYPLUGS;"Error(s) found:

before upper case identifier BYPLUGS at line 14, column 19 of file ""testfile_mba
.adl""
Expecting lower case identifier ?lc? or ""."" or ""="" or ""BYPLUG"" or ""CLASSIFY"" or
""CONCEPT"" or ""ENDPATTERN"" or ""IDENT"" or ""KEY"" or ""POPULATION"" or ""PRAGMA"" or ""PU
RPOSE"" or ""RELATION"" or ""ROLE"" or ""RULE"" or ""SPEC"" or ""VIEW"" or (""MEANING"" ...)*

Try deleting symbol upper case identifier BYPLUGS at line 14, column 19 of file
""testfile_mba.adl""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 14, column 19):
unexpected Upper case identifier BYPLUGS
expecting Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""PURPOSE"", Keyword ""POPULATION"" or Keyword ""ENDPATTERN""";
"PRAGMA ""In"" d";"Error(s) found:

before ""MEANING"" at line 16, column 1 of file ""testfile_mba.adl""
Expecting ""::""
Try deleting symbol ""MEANING"" at line 16, column 1 of file ""testfile_mba.adl""

==============================

before string ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de ro
l van werkgever vervult."" at line 16, column 9 of file ""testfile_mba.adl""
Expecting ""::""
Try inserting symbol ""::""

==============================

before ""PURPOSE"" at line 17, column 1 of file ""testfile_mba.adl""
Expecting symbol [ or ""*"" or ""->"" or ""<-""
Try inserting symbol ""*""

==============================

before ""PURPOSE"" at line 17, column 1 of file ""testfile_mba.adl""
Expecting upper case identifier ?uc? or string """"
Try inserting symbol upper case identifier ?uc?";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 16, column 1):
unexpected Keyword ""MEANING""
expecting Operator '::'
";
"PRAGMQA ""In""";"Error(s) found:

before upper case identifier PRAGMQA at line 15, column 1 of file ""testfile_mba.
adl""
Expecting lower case identifier ?lc? or ""."" or ""="" or ""CLASSIFY"" or ""CONCEPT"" or
 ""ENDPATTERN"" or ""IDENT"" or ""KEY"" or ""POPULATION"" or ""PRAGMA"" or ""PURPOSE"" or ""R
ELATION"" or ""ROLE"" or ""RULE"" or ""SPEC"" or ""VIEW"" or (""MEANING"" ...)*
Try inserting symbol ""CONCEPT""

==============================

before ""MEANING"" at line 16, column 1 of file ""testfile_mba.adl""
Expecting ""::""
Try deleting symbol ""MEANING"" at line 16, column 1 of file ""testfile_mba.adl""

==============================

before string ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de ro
l van werkgever vervult."" at line 16, column 9 of file ""testfile_mba.adl""
Expecting ""::""
Try inserting symbol ""::""

==============================

before ""PURPOSE"" at line 17, column 1 of file ""testfile_mba.adl""
Expecting symbol [ or ""*"" or ""->"" or ""<-""
Try inserting symbol ""*""

==============================

before ""PURPOSE"" at line 17, column 1 of file ""testfile_mba.adl""
Expecting upper case identifier ?uc? or string """"
Try inserting symbol upper case identifier ?uc?";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 15, column 1):
unexpected Upper case identifier PRAGMQA
expecting Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""PURPOSE"", Keyword ""POPULATION"" or Keyword ""ENDPATTERN""";
"PURPOSE RELATION werkgever
--{+Om de werkgever te kunnen bepalen gaan we ervan uit dat elke arbeidsrelatie precies één werkgever heeft.-}";"Error(s) found:

before ""ENDPATTERN"" at line 22, column 1 of file ""testfile_mba.adl""
Expecting symbol [ or ""HTML"" or ""IN"" or ""LATEX"" or ""MARKDOWN"" or ""REF"" or ""REST""
 or explanation {+-}
Try inserting symbol explanation {+-}
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 22, column 1):
unexpected Keyword ""ENDPATTERN""
expecting Symbol '[', Keyword ""IN"", Keyword ""REST"", Keyword ""HTML"", Keyword ""LATEX"", Keyword ""MARKDOWN"" or Keyword ""REF""";
"MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
= []";No warning, Should be a warning?;;No warning, Should be a warning?;
"MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
= [(0,0)]";"Error(s) found:

before ""0"" at line 17, column 5 of file ""testfile_mba.adl""
Expecting string """"
Try deleting symbol ""0"" at line 17, column 5 of file ""testfile_mba.adl""

==============================

before symbol , at line 17, column 6 of file ""testfile_mba.adl""
Expecting string """"
Try inserting symbol string """"

==============================

before ""0"" at line 17, column 7 of file ""testfile_mba.adl""
Expecting string """"
Try deleting symbol ""0"" at line 17, column 7 of file ""testfile_mba.adl""

==============================

before symbol ) at line 17, column 8 of file ""testfile_mba.adl""
Expecting string """"
Try inserting symbol string """"";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 17, column 5):
unexpected Integer 0";
"MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
= [(""a"",""0"")]";is this not an error??;;is this not an error??;
"MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
= [(""a"",""0"")";"Error(s) found:

before ""PURPOSE"" at line 18, column 1 of file ""testfile_mba.adl""
Expecting symbol ] or ("";"" ...)*
Try inserting symbol symbol ]

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 18, column 1):
unexpected Keyword ""PURPOSE""
expecting Operator ';' or Symbol ']'";
"MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
== [(""a"",""0"")]        ";"Error(s) found:

before ""="" at line 17, column 2 of file ""testfile_mba.adl""
Expecting symbol [
Try deleting symbol ""="" at line 17, column 2 of file ""testfile_mba.adl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 17, column 2):
unexpected Operator '='
expecting Symbol '['";
"MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
== [(""a"",""0"");]     ";"Expecting symbol [
Try deleting symbol ""="" at line 17, column 2 of file ""testfile_mba.adl""

==============================

before symbol ] at line 17, column 15 of file ""testfile_mba.adl""
Expecting symbol (
Try deleting symbol symbol ] at line 17, column 15 of file ""testfile_mba.adl""

==============================

before ""PURPOSE"" at line 18, column 1 of file ""testfile_mba.adl""
Expecting symbol (
Try inserting symbol symbol (

==============================

before ""PURPOSE"" at line 18, column 1 of file ""testfile_mba.adl""
Expecting string """"
Try inserting symbol string """"

==============================

before ""PURPOSE"" at line 18, column 1 of file ""testfile_mba.adl""
Expecting symbol ,
Try inserting symbol symbol ,

==============================

before ""PURPOSE"" at line 18, column 1 of file ""testfile_mba.adl""
Expecting string """"
Try inserting symbol string """"

==============================

before ""PURPOSE"" at line 18, column 1 of file ""testfile_mba.adl""
Expecting symbol )
Try inserting symbol symbol )

==============================

before ""PURPOSE"" at line 18, column 1 of file ""testfile_mba.adl""
Expecting symbol ] or "";""
Try inserting symbol symbol ]

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 17, column 2):
unexpected Operator '='
expecting Symbol '['";
"MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
= [(""a"",""0"");("""","""")] ";No warning, Should be a warning or error?;;No warning, Should be a warning or error?;
