Code;uulib;Quality;displayed error;Quality
"werkgever :: Arbeidsrelatie -> Persoon 
BYPLUG [UNI, TRN] BYPLUG
PRAGMA ""In""
MEANING IN ENGLISH ""Elke arbeidsrelatie benoemt expliciet welke (rechts)persoon de rol van werkgever vervult.""
= [(""a"",""0"");("""","""")]
DEFINE SRC ""test""";"Error(s) found:

before upper case identifier DEFINE at line 18, column 1 of file ""testfile_mba.a
dl""
Expecting lower case identifier ?lc? or ""."" or ""CLASSIFY"" or ""CONCEPT"" or ""ENDPA
TTERN"" or ""IDENT"" or ""KEY"" or ""POPULATION"" or ""PURPOSE"" or ""RELATION"" or ""ROLE""
or ""RULE"" or ""SPEC"" or ""VIEW""
Try inserting symbol ""ENDPATTERN""

==============================

before upper case identifier DEFINE at line 18, column 1 of file ""testfile_mba.a
dl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try inserting symbol ""RULE""

==============================

before ""SRC"" at line 18, column 8 of file ""testfile_mba.adl""
Expecting "":""
Try inserting symbol "":""

==============================

before ""SRC"" at line 18, column 8 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or ""I"" or ""V"" or atom '' or (""-
"" ...)*
Try inserting symbol lower case identifier ?LC?

==============================

before ""SRC"" at line 18, column 8 of file ""testfile_mba.adl""
Expecting symbol [ or lower case identifier ?lc? or ""!"" or ""#"" or ""-"" or ""/"" or
""/\\"" or "";"" or ""<>"" or ""="" or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT"" or ""IDENT
"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPLUG"" or ""P
OPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC"" or ""SQLPL
UG"" or ""THEMES"" or ""VIEW"" or ""VIOLATION"" or ""\\"" or ""\\/"" or ""|-"" or (""*"" or ""+""
 or ""~"" ...)* or (""MEANING"" ...)* or (""MESSAGE"" ...)*
Try deleting symbol ""SRC"" at line 18, column 8 of file ""testfile_mba.adl""

==============================

before string ""test"" at line 18, column 12 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol string ""test"" at line 18, column 12 of file ""testfile_mba.ad
l""

==============================

before ""ENDPATTERN"" at line 25, column 1 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol ""ENDPATTERN"" at line 25, column 1 of file ""testfile_mba.adl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 18, column 1):
unexpected Upper case identifier DEFINE
expecting Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""PURPOSE"", Keyword ""POPULATION"" or Keyword ""ENDPATTERN""";
"RULE orderInAssortment :: orderOf |- orderedAt; sells 
MEANING ""Products ordered at a vendor must be sold by that vendor""
MESSAGE ""A product was ordered at a vendor that does not sell it""
VIOLATION (SRC orderedAt;vendorName, TXT "" does not sell "", TGT productName)";"Error(s) found:

before ""::"" at line 223, column 24 of file ""testfile_mba.adl""
Expecting symbol [ or lower case identifier ?lc? or ""!"" or ""#"" or ""-"" or ""/"" or
""/\\"" or "":"" or "";"" or ""<>"" or ""="" or ""CLASSIFY"" or ""CONCEPT"" or ""ENDPROCESS"" or
 ""IDENT"" or ""KEY"" or ""POPULATION"" or ""PURPOSE"" or ""RELATION"" or ""ROLE"" or ""RULE""
 or ""SPEC"" or ""VIEW"" or ""VIOLATION"" or ""\\"" or ""\\/"" or ""|-"" or (""*"" or ""+"" or ""
~"" ...)* or (""MEANING"" ...)* or (""MESSAGE"" ...)*
Try deleting symbol ""::"" at line 223, column 24 of file ""testfile_mba.adl""

==============================

before lower case identifier orderOf at line 223, column 27 of file ""testfile_mb
a.adl""
Expecting "":""
Try inserting symbol "":""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 223, column 24):
unexpected Operator '::'
expecting Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""ROLE"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""PURPOSE"", Keyword ""POPULATION"" or Keyword ""ENDPROCESS""";
RULE 1onlyAcceptOwn : orderAccepted |- orderedAt;"Error(s) found:

before ""1"" at line 228, column 6 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or upper case identifier ?uc? o
r ""I"" or ""V"" or string """" or atom '' or (""-"" ...)*
Try deleting symbol ""1"" at line 228, column 6 of file ""testfile_mba.adl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 228, column 6):
unexpected Integer 1
expecting Operator '-', Keyword ""I"", Keyword ""V"" or Symbol '('";
"VIEW 1client: Client(clientName, TXT "", "", clientAddress, TXT "" in "", clientCity)";"Error(s) found:

before ""1"" at line 48, column 6 of file ""testfile_mba.adl""
Expecting lower case identifier ?LC? or upper case identifier ?UC? or string ""?S
TR?""
Try deleting symbol ""1"" at line 48, column 6 of file ""testfile_mba.adl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 48, column 6):
unexpected Integer 1";
"VIEW Client: Client{Test}(clientName, TXT "", "", clientAddress, TXT "" in "", clientCity)";"Error(s) found:

before symbol { at line 48, column 20 of file ""testfile_mba.adl""
Expecting symbol (
Try inserting symbol symbol (

==============================

before symbol { at line 48, column 20 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or upper case identifier ?UC? o
r ""I"" or ""PRIMHTML"" or ""TXT"" or ""V"" or string ""?STR?"" or atom '' or (""-"" ...)*
Try inserting symbol lower case identifier ?LC?

==============================

before symbol ( at line 48, column 26 of file ""testfile_mba.adl""
Expecting "":""
Try deleting symbol symbol ( at line 48, column 26 of file ""testfile_mba.adl""

==============================

before lower case identifier clientName at line 48, column 27 of file ""testfile_
mba.adl""
Expecting "":""
Try inserting symbol "":""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 48, column 25):
unexpected Symbol '}'
expecting Operator ':'";
"VIEW Client: Client, Client(clientName, TXT "", "", clientAddress, TXT "" in "", clientCity)";"Error(s) found:

before symbol , at line 48, column 20 of file ""testfile_mba.adl""
Expecting symbol (
Try deleting symbol symbol , at line 48, column 20 of file ""testfile_mba.adl""

==============================

before upper case identifier Client at line 48, column 22 of file ""testfile_mba.
adl""
Expecting symbol (
Try deleting symbol upper case identifier Client at line 48, column 22 of file ""
testfile_mba.adl""

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 48, column 20):
unexpected Symbol ','
expecting Keyword ""DEFAULT"", Symbol '{' or Symbol '('";
"VIEW Client: Client(clientName, TXT "", ""; clientAddress, TXT "" in "", clientCity)";"Error(s) found:

before "";"" at line 48, column 41 of file ""testfile_mba.adl""
Expecting symbol ) or symbol ,
Try inserting symbol symbol ,

==============================

before "";"" at line 48, column 41 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or upper case identifier ?UC? o
r ""I"" or ""PRIMHTML"" or ""TXT"" or ""V"" or string ""?STR?"" or atom '' or (""-"" ...)*
Try inserting symbol lower case identifier ?LC?
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 48, column 41):
unexpected Operator ';'
expecting Symbol ',' or Symbol ')'";
"VIEW Client: Client(clientName, TXdT "", "", clientAddress, TXT "" in "", clientCity)";"Error(s) found:

before string "", "" at line 48, column 38 of file ""testfile_mba.adl""
Expecting symbol { or "":""
Try inserting symbol symbol {

==============================

before ""TXT"" at line 48, column 59 of file ""testfile_mba.adl""
Expecting (lower case identifier ?lc? or upper case identifier ?uc? or string """"
 ...)+
Try deleting symbol ""TXT"" at line 48, column 59 of file ""testfile_mba.adl""

==============================

before symbol ) at line 48, column 81 of file ""testfile_mba.adl""
Expecting symbol , or symbol } or (lower case identifier ?lc? or upper case iden
tifier ?uc? or string """" ...)*
Try deleting symbol symbol ) at line 48, column 81 of file ""testfile_mba.adl""

==============================

before lower case identifier vendorName at line 54, column 1 of file ""testfile_m
ba.adl""
Expecting symbol }
Try inserting symbol symbol }

==============================

before lower case identifier vendorName at line 54, column 1 of file ""testfile_m
ba.adl""
Expecting "":""
Try inserting symbol "":""

==============================

before ""::"" at line 54, column 12 of file ""testfile_mba.adl""
Expecting symbol ) or symbol , or symbol [ or ""!"" or ""#"" or ""-"" or ""/"" or ""/\\""
or "";"" or ""<>"" or ""\\"" or ""\\/"" or (""*"" or ""+"" or ""~"" ...)*
Try inserting symbol symbol )

==============================

before ""::"" at line 54, column 12 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try inserting symbol lower case identifier ?lc?";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 48, column 38):
unexpected String "", ""
expecting Symbol '{' or Operator ':'";
"VIEWs Client: Client(Client:clientName, PRIMHTML "", "", clientAddress, TXT "" in "", clientCity)";"Error(s) found:

before upper case identifier VIEWs at line 48, column 1 of file ""testfile_mba.ad
l""
Expecting lower case identifier ?lc? or ""."" or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCO
NTEXT"" or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or
 ""PHPPLUG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or
""SPEC"" or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try deleting symbol upper case identifier VIEWs at line 48, column 1 of file ""te
stfile_mba.adl""

==============================

before upper case identifier Client at line 48, column 7 of file ""testfile_mba.a
dl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try inserting symbol ""IDENT""

==============================

before ""PRIMHTML"" at line 48, column 41 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or upper case identifier ?UC? o
r ""I"" or ""V"" or string ""?STR?"" or atom '' or (""-"" ...)*
Try deleting symbol ""PRIMHTML"" at line 48, column 41 of file ""testfile_mba.adl""

==============================

before symbol , at line 48, column 54 of file ""testfile_mba.adl""
Expecting symbol { or "":""
Try deleting symbol symbol , at line 48, column 54 of file ""testfile_mba.adl""

==============================

before lower case identifier clientAddress at line 48, column 56 of file ""testfi
le_mba.adl""
Expecting "":""
Try inserting symbol "":""

==============================

before ""TXT"" at line 48, column 71 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or upper case identifier ?UC? o
r ""I"" or ""V"" or string ""?STR?"" or atom '' or (""-"" ...)*
Try deleting symbol ""TXT"" at line 48, column 71 of file ""testfile_mba.adl""

==============================

before symbol , at line 48, column 81 of file ""testfile_mba.adl""
Expecting symbol { or "":""
Try deleting symbol symbol , at line 48, column 81 of file ""testfile_mba.adl""

==============================

before lower case identifier clientCity at line 48, column 83 of file ""testfile_
mba.adl""
Expecting "":""
Try inserting symbol "":""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 48, column 1):
unexpected Upper case identifier VIEWs
expecting Keyword ""META"", Keyword ""PATTERN"", Keyword ""PROCESS"", Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""INTERFACE"", Keyword ""SQLPLUG"", Keyword ""PHPPLUG"", Keyword ""PURPOSE"", Keyword ""POPULATION"", Keyword ""THEMES"", Keyword ""INCLUDE"" or Keyword ""ENDCONTEXT""
";
INTERFACE Overview {client} (lient) : I[ONE];"Error(s) found:

before symbol ( at line 109, column 29 of file ""testfile_mba.adl""
Expecting "":"" or ""FOR""
Try inserting symbol "":""

==============================

before "":"" at line 109, column 37 of file ""testfile_mba.adl""
Expecting ""!"" or ""#"" or ""-"" or ""/"" or ""/\\"" or "";"" or ""<>"" or ""BOX"" or ""INTERFAC
E"" or ""\\"" or ""\\/"" or (""*"" or ""+"" or ""~"" ...)*
Try inserting symbol ""BOX""

==============================

before "":"" at line 109, column 37 of file ""testfile_mba.adl""
Expecting symbol [
Try inserting symbol symbol [

==============================

before "":"" at line 109, column 37 of file ""testfile_mba.adl""
Expecting lower case identifier ?LC? or upper case identifier ?UC? or string ""?S
TR?""
Try inserting symbol lower case identifier ?LC?

==============================

before ""INTERFACE"" at line 120, column 1 of file ""testfile_mba.adl""
Expecting symbol ] or (symbol , ...)*
Try inserting symbol symbol ]
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 109, column 29):
unexpected Symbol '('
expecting Keyword ""FOR"" or Operator ':'";
"INTERFACE Client (clientName, clientAddress, clientCity, orderReceived) FORT Client, Customer, ""test"" : I[Client]";"Error(s) found:

before upper case identifier FORT at line 120, column 73 of file ""testfile_mba.a
dl""
Expecting symbol { or "":"" or ""FOR""
Try inserting symbol symbol {

==============================

before "":"" at line 120, column 103 of file ""testfile_mba.adl""
Expecting symbol , or symbol } or (lower case identifier ?lc? or upper case iden
tifier ?uc? or string """" ...)*
Try inserting symbol symbol }
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 120, column 73):
unexpected Upper case identifier FORT
expecting Symbol '{', Keyword ""FOR"" or Operator ':'";
"INTERFACE Client ""test"" (clientName, clientAddress, clientCity, orderReceived) FOR Client, Customer, ""test"" : I[Client]";"Error(s) found:

before string ""test"" at line 120, column 18 of file ""testfile_mba.adl""
Expecting symbol ( or symbol { or "":"" or ""FOR""
Try deleting symbol string ""test"" at line 120, column 18 of file ""testfile_mba.a
dl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 120, column 18):
unexpected String ""test""
expecting Keyword ""CLASS"", Symbol '(', Symbol '{', Keyword ""FOR"" or Operator ':'";
"INTERFACE Client (clientName, clientAddress, clientCity, orderReceived) FOR Client, Customer, ""test"" :: I[Client]";"Error(s) found:

before ""::"" at line 120, column 102 of file ""testfile_mba.adl""
Expecting symbol , or "":""
Try deleting symbol ""::"" at line 120, column 102 of file ""testfile_mba.adl""

==============================

before ""I"" at line 120, column 105 of file ""testfile_mba.adl""
Expecting "":""
Try inserting symbol "":""

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 120, column 102):
unexpected Operator '::'
expecting Symbol ',' or Operator ':'
";
"BOX <Test> [ ""Name""   : clientName
    , ""Street"" : clientAddress";"Error(s) found:

before operator < at line 121, column 5 of file ""testfile_mba.adl""
Expecting symbol [
Try deleting symbol operator < at line 121, column 5 of file ""testfile_mba.adl""

==============================

before upper case identifier Test at line 121, column 6 of file ""testfile_mba.ad
l""
Expecting symbol [
Try deleting symbol upper case identifier Test at line 121, column 6 of file ""te
stfile_mba.adl""

==============================

before "">"" at line 121, column 10 of file ""testfile_mba.adl""
Expecting symbol [
Try deleting symbol "">"" at line 121, column 10 of file ""testfile_mba.adl""
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 121, column 5):
unexpected Operator '<'
expecting Symbol '<' or Symbol '['
";
"ROWS [ ""Name""   : clientName
    , ""Street"" : clientAddress
    , ""City""   : clientCity";"Error(s) found:

before upper case identifier ROWS at line 121, column 1 of file ""testfile_mba.ad
l""
Expecting ""!"" or ""#"" or ""-"" or ""/"" or ""/\\"" or "";"" or ""<>"" or ""BOX"" or ""INTERFAC
E"" or ""\\"" or ""\\/"" or (""*"" or ""+"" or ""~"" ...)*
Try deleting symbol upper case identifier ROWS at line 121, column 1 of file ""te
stfile_mba.adl""

==============================

before symbol [ at line 121, column 6 of file ""testfile_mba.adl""
Expecting ""BOX"" or ""INTERFACE""
Try inserting symbol ""BOX""

";Good;Geen issue!;
"BOX [[ ""All clients""  : V[ONE*Client]
   , ""All vendors""  : V[ONE*Vendor] 
   , ""All products"" : V[ONE*Product]
   , ""All orders""   : V[ONE*Order]
     BOX [ product : orderOf;productName
         , client  : orderedBy;clientName
         , vendor  :orderedAt;vendorName
         ] 
   ]
   INTERFACE test]";"Error(s) found:

before symbol [ at line 110, column 6 of file ""testfile_mba.adl""
Expecting lower case identifier ?LC? or upper case identifier ?UC? or string ""?S
TR?""
Try deleting symbol symbol [ at line 110, column 6 of file ""testfile_mba.adl""

==============================

before symbol ] at line 119, column 18 of file ""testfile_mba.adl""
Expecting symbol ( or symbol { or "":"" or ""FOR""
Try deleting symbol symbol ] at line 119, column 18 of file ""testfile_mba.adl""

==============================

before ""INTERFACE"" at line 121, column 1 of file ""testfile_mba.adl""
Expecting "":""
Try inserting symbol "":""

==============================

before ""INTERFACE"" at line 121, column 1 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or ""I"" or ""V"" or atom '' or (""-
"" ...)*
Try inserting symbol lower case identifier ?LC?

==============================

before symbol ( at line 121, column 18 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT""
or ""IDENT"" or ""INCLUDE"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPL
UG"" or ""POPULATION"" or ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC""
or ""SQLPLUG"" or ""THEMES"" or ""VIEW""
Try inserting symbol ""RULE""

==============================

before symbol , at line 121, column 29 of file ""testfile_mba.adl""
Expecting symbol ) or symbol [ or ""!"" or ""#"" or ""-"" or ""/"" or ""/\\"" or "";"" or ""<
>"" or ""\\"" or ""\\/"" or (""*"" or ""+"" or ""~"" ...)*
Try deleting symbol symbol , at line 121, column 29 of file ""testfile_mba.adl""

==============================

before lower case identifier clientAddress at line 121, column 31 of file ""testf
ile_mba.adl""
Expecting symbol )
Try deleting symbol lower case identifier clientAddress at line 121, column 31 o
f file ""testfile_mba.adl""

==============================

before symbol , at line 121, column 44 of file ""testfile_mba.adl""
Expecting symbol )
Try deleting symbol symbol , at line 121, column 44 of file ""testfile_mba.adl""

==============================

before lower case identifier clientCity at line 121, column 46 of file ""testfile
_mba.adl""
Expecting symbol )
Try deleting symbol lower case identifier clientCity at line 121, column 46 of f
ile ""testfile_mba.adl""

==============================

before symbol , at line 121, column 56 of file ""testfile_mba.adl""
Expecting symbol )
Try deleting symbol symbol , at line 121, column 56 of file ""testfile_mba.adl""

==============================

before lower case identifier orderReceived at line 121, column 58 of file ""testf
ile_mba.adl""
Expecting symbol )
Try deleting symbol lower case identifier orderReceived at line 121, column 58 o
f file ""testfile_mba.adl""

==============================

before ""FOR"" at line 121, column 73 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""!"" or ""#"" or ""-"" or ""/"" or ""/\\"" or "";""
 or ""<>"" or ""="" or ""CLASSIFY"" or ""CONCEPT"" or ""ENDCONTEXT"" or ""IDENT"" or ""INCLUD
E"" or ""INTERFACE"" or ""KEY"" or ""META"" or ""PATTERN"" or ""PHPPLUG"" or ""POPULATION"" o
r ""PROCESS"" or ""PURPOSE"" or ""RELATION"" or ""RULE"" or ""SPEC"" or ""SQLPLUG"" or ""THEM
ES"" or ""VIEW"" or ""VIOLATION"" or ""\\"" or ""\\/"" or ""|-"" or (""*"" or ""+"" or ""~"" ...)
* or (""MEANING"" ...)* or (""MESSAGE"" ...)*
Try inserting symbol ""INTERFACE""

==============================

before ""FOR"" at line 121, column 73 of file ""testfile_mba.adl""
Expecting lower case identifier ?LC? or upper case identifier ?UC? or string ""?S
TR?""
Try inserting symbol lower case identifier ?LC?
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 110, column 6):
unexpected Symbol '['";
MEANING IN DUTCH RfEST {+ test -};"Error(s) found:

before upper case identifier RfEST at line 225, column 18 of file ""testfile_mba.
adl""
Expecting ""HTML"" or ""LATEX"" or ""MARKDOWN"" or ""REST"" or string """" or explanation
{+-}
Try deleting symbol upper case identifier RfEST at line 225, column 18 of file ""
testfile_mba.adl""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 225, column 18):
unexpected Upper case identifier RfEST
expecting Keyword ""REST"", Keyword ""HTML"", Keyword ""LATEX"" or Keyword ""MARKDOWN""
";
MEANING REST IN DUTCH  {+ test -};"Error(s) found:

before ""IN"" at line 225, column 14 of file ""testfile_mba.adl""
Expecting string """" or explanation {+-}
Try inserting symbol string """"

==============================

before ""IN"" at line 225, column 14 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDPROCESS""
or ""IDENT"" or ""KEY"" or ""MEANING"" or ""POPULATION"" or ""PURPOSE"" or ""RELATION"" or ""
ROLE"" or ""RULE"" or ""SPEC"" or ""VIEW"" or ""VIOLATION"" or (""MESSAGE"" ...)*
Try inserting symbol ""MESSAGE""";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 225, column 14):
unexpected Keyword ""IN""";
"RULE OrderInAssortment : orderOf |- orderedAt; sells 
MESSAGE ""A product was ordered at a vendor that does not sell it""
MEANING IN DUTCH  {+ test -}
VIOLATION (SRC orderedAt;vendorName, TXT "" does not sell "", TGT productName)
";"Error(s) found:

before ""MEANING"" at line 226, column 1 of file ""testfile_mba.adl""
Expecting lower case identifier ?lc? or ""CLASSIFY"" or ""CONCEPT"" or ""ENDPROCESS""
or ""IDENT"" or ""KEY"" or ""MESSAGE"" or ""POPULATION"" or ""PURPOSE"" or ""RELATION"" or ""
ROLE"" or ""RULE"" or ""SPEC"" or ""VIEW"" or ""VIOLATION""
Try inserting symbol ""RULE""

==============================

before ""MEANING"" at line 226, column 1 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?lc? or upper case identifier ?uc? o
r ""I"" or ""V"" or string """" or atom '' or (""-"" ...)*
Try inserting symbol lower case identifier ?LC?
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 226, column 1):
unexpected Keyword ""MEANING""
expecting Keyword ""RULE"", Keyword ""CLASSIFY"", Keyword ""RELATION"", Keyword ""ROLE"", Keyword ""CONCEPT"", Keyword ""SPEC"", Keyword ""IDENT"", Keyword ""VIEW"", Keyword ""KEY"", Keyword ""PURPOSE"", Keyword ""POPULATION"" or Keyword ""ENDPROCESS""
";
"VIOLATION (SRC orderedAt;vendorName+1, TXT "" does not sell "", TGT productName)";"Error(s) found:

before ""1"" at line 227, column 37 of file ""testfile_mba.adl""
Expecting symbol ) or ""*"" or ""+"" or ""-"" or ""/"" or ""/\\"" or "";"" or ""<>"" or ""\\"" o
r ""\\/"" or ""~"" or (symbol , ...)*
Try deleting symbol ""1"" at line 227, column 37 of file ""testfile_mba.adl""

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 227, column 37):
unexpected Integer 1
expecting Operator '~', Operator '*', Operator '+', Operator ';', Operator '/', Operator '\', Operator '<>', Operator '-', Operator '/\', Operator '\/', Symbol ',' or Symbol ')'";
"VIOLATION (SRC orderedAt;vendorName; TXT "" does not sell "", TGT productName)";"Error(s) found:

before ""TXT"" at line 227, column 38 of file ""testfile_mba.adl""
Expecting symbol ( or lower case identifier ?LC? or ""I"" or ""V"" or atom '' or (""-
"" ...)*
Try inserting symbol lower case identifier ?LC?

==============================

before ""TXT"" at line 227, column 38 of file ""testfile_mba.adl""
Expecting symbol ) or symbol [ or ""-"" or ""/"" or ""/\\"" or "";"" or ""<>"" or ""\\"" or
""\\/"" or (symbol , ...)* or (""*"" or ""+"" or ""~"" ...)*
Try inserting symbol symbol ,
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 227, column 38):
unexpected Keyword ""TXT""
expecting Operator '-', Keyword ""I"", Keyword ""V"" or Symbol '('";
productPrice :: Product -> Price BYPLUG [UNI, PORP] BYPLUG ;"Error(s) found:

before upper case identifier PORP at line 81, column 47 of file ""testfile_mba.ad
l""
Expecting ""ASY"" or ""INJ"" or ""IRF"" or ""PROP"" or ""RFX"" or ""SUR"" or ""SYM"" or ""TOT""
or ""TRN"" or ""UNI""
Try deleting symbol upper case identifier PORP at line 81, column 47 of file ""te
stfile_mba.adl""

==============================

before symbol ] at line 81, column 51 of file ""testfile_mba.adl""
Expecting ""ASY"" or ""INJ"" or ""IRF"" or ""PROP"" or ""RFX"" or ""SUR"" or ""SYM"" or ""TOT""
or ""TRN"" or ""UNI""
Try inserting symbol ""UNI""

";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 81, column 47):
unexpected Upper case identifier PORP
expecting Keyword ""UNI"", Keyword ""INJ"", Keyword ""SUR"", Keyword ""TOT"", Keyword ""SYM"", Keyword ""ASY"", Keyword ""TRN"", Keyword ""RFX"", Keyword ""IRF"", Keyword ""AUT"" or Keyword ""PROP""";
productPrice :: Product -> Price BYPLUG [UNI, PROP] BYPLUG PRAGMA;"Error(s) found:

before ""="" at line 82, column 3 of file ""testfile_mba.adl""
Expecting (string """" ...)+
Try inserting symbol string """"";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 82, column 3):
unexpected Operator '='";
"productPrice :: Product -> Price BYPLUG [UNI, PROP] BYPLUG PRAGMA ""TEST""
MEANING IN DUTCH  {+ test -}
  = [ (""Product_1""; ""10,00 euro"")
    ; (""Product_2"", ""0,75 euro"")
    ; (""Product_3"", ""6,95 euro"")
    ; (""Product_4"", ""8,50 euro"")
    ; (""Product_5"", ""4,50 euro"")
    ]";"Expecting symbol ,
Try deleting symbol "";"" at line 83, column 19 of file ""testfile_mba.adl""

==============================

before string ""10,00 euro"" at line 83, column 21 of file ""testfile_mba.adl""
Expecting symbol ,
Try inserting symbol symbol ,
";Good;"PE ""ArchitectureAndDesign/Syntax/testfile_mba.adl"" (line 83, column 19):
unexpected Operator ';'
expecting Symbol ','";
